Grid Size ,24
 NULL, NodeType, GridX, GridY, Length, Width, Height, PosX, PosY, PosZ
0,1,16,13,2.0833337307,2.08333396913,0,3.12500202656,9.37499904633,0
0,1,16,14,2.08333349228,2.08333396913,0,5.20833563805,9.37499904633,0
0,1,16,15,2.08333349227,2.08333396913,0,7.29166913032,9.37499904633,0
0,1,17,15,2.08333349227,2.0833330154,0,7.29166913032,11.4583325386,0
0,1,18,15,2.08333349227,2.0833339691,0,7.29166913032,13.5416660308,0
0,1,18,14,2.08333349228,2.0833339691,0,5.20833563805,13.5416660308,0
0,0,17,15,2.08333349227,2.0833330154,0,7.29166913032,11.4583325386,0
0,1,18,14,2.08333349228,2.0833339691,0,5.20833563805,13.5416660308,0
0,1,17,14,2.08333349228,2.0833330154,0,5.20833563805,11.4583325386,0
0,1,16,14,2.08333349228,2.08333396913,0,5.20833563805,9.37499904633,0
0,1,16,15,2.08333349227,2.08333396913,0,7.29166913032,9.37499904633,0
0,1,16,16,2.08333396914,2.08333396913,0,9.37500286103,9.37499904633,0
0,1,17,16,2.08333396914,2.0833330154,0,9.37500286103,11.4583325386,0
0,1,18,16,2.08333396914,2.0833339691,0,9.37500286103,13.5416660308,0
0,1,18,15,2.08333349227,2.0833339691,0,7.29166913032,13.5416660308,0
0,0,17,16,2.08333396914,2.0833330154,0,9.37500286103,11.4583325386,0
0,1,18,15,2.08333349227,2.0833339691,0,7.29166913032,13.5416660308,0
0,1,17,15,2.08333349227,2.0833330154,0,7.29166913032,11.4583325386,0
0,1,16,15,2.08333349227,2.08333396913,0,7.29166913032,9.37499904633,0
0,1,16,16,2.08333396914,2.08333396913,0,9.37500286103,9.37499904633,0
0,1,16,17,2.0833330154,2.08333396913,0,11.4583363533,9.37499904633,0
0,1,17,17,2.0833330154,2.0833330154,0,11.4583363533,11.4583325386,0
0,1,18,17,2.0833330154,2.0833339691,0,11.4583363533,13.5416660308,0
0,1,18,16,2.08333396914,2.0833339691,0,9.37500286103,13.5416660308,0
0,0,17,17,2.0833330154,2.0833330154,0,11.4583363533,11.4583325386,0
0,1,18,16,2.08333396914,2.0833339691,0,9.37500286103,13.5416660308,0
0,1,17,16,2.08333396914,2.0833330154,0,9.37500286103,11.4583325386,0
0,1,16,16,2.08333396914,2.08333396913,0,9.37500286103,9.37499904633,0
0,1,16,17,2.0833330154,2.08333396913,0,11.4583363533,9.37499904633,0
0,1,16,18,2.0833330155,2.08333396913,0,13.5416693688,9.37499904633,0
0,1,17,18,2.0833330155,2.0833330154,0,13.5416693688,11.4583325386,0
0,1,18,18,2.0833330155,2.0833339691,0,13.5416693688,13.5416660308,0
0,1,18,17,2.0833330154,2.0833339691,0,11.4583363533,13.5416660308,0
0,0,17,18,2.0833330155,2.0833330154,0,13.5416693688,11.4583325386,0
0,1,18,17,2.0833330154,2.0833339691,0,11.4583363533,13.5416660308,0
0,1,17,17,2.0833330154,2.0833330154,0,11.4583363533,11.4583325386,0
0,1,16,17,2.0833330154,2.08333396913,0,11.4583363533,9.37499904633,0
0,1,16,18,2.0833330155,2.08333396913,0,13.5416693688,9.37499904633,0
0,1,16,19,2.0833320617,2.08333396913,0,15.6250019074,9.37499904633,0
0,1,17,19,2.0833320617,2.0833330154,0,15.6250019074,11.4583325386,0
0,1,18,19,2.0833320617,2.0833339691,0,15.6250019074,13.5416660308,0
0,1,18,18,2.0833330155,2.0833339691,0,13.5416693688,13.5416660308,0
0,0,17,19,2.0833320617,2.0833330154,0,15.6250019074,11.4583325386,0
0,1,18,18,2.0833330155,2.0833339691,0,13.5416693688,13.5416660308,0
0,1,17,18,2.0833330155,2.0833330154,0,13.5416693688,11.4583325386,0
0,1,16,18,2.0833330155,2.08333396913,0,13.5416693688,9.37499904633,0
0,1,16,19,2.0833320617,2.08333396913,0,15.6250019074,9.37499904633,0
0,1,16,20,2.0833339691,2.08333396913,0,17.7083349227,9.37499904633,0
0,1,17,20,2.0833339691,2.0833330154,0,17.7083349227,11.4583325386,0
0,1,18,20,2.0833339691,2.0833339691,0,17.7083349227,13.5416660308,0
0,1,18,19,2.0833320617,2.0833339691,0,15.6250019074,13.5416660308,0
0,0,17,20,2.0833339691,2.0833330154,0,17.7083349227,11.4583325386,0
0,1,18,19,2.0833320617,2.0833339691,0,15.6250019074,13.5416660308,0
0,1,17,19,2.0833320617,2.0833330154,0,15.6250019074,11.4583325386,0
0,1,16,19,2.0833320617,2.08333396913,0,15.6250019074,9.37499904633,0
0,1,16,20,2.0833339691,2.08333396913,0,17.7083349227,9.37499904633,0
0,1,16,21,2.0833320618,2.08333396913,0,19.7916679382,9.37499904633,0
0,1,17,21,2.0833320618,2.0833330154,0,19.7916679382,11.4583325386,0
0,1,18,21,2.0833320618,2.0833339691,0,19.7916679382,13.5416660308,0
0,1,18,20,2.0833339691,2.0833339691,0,17.7083349227,13.5416660308,0
0,0,17,21,2.0833320618,2.0833330154,0,19.7916679382,11.4583325386,0
0,1,18,20,2.0833339691,2.0833339691,0,17.7083349227,13.5416660308,0
0,1,17,20,2.0833339691,2.0833330154,0,17.7083349227,11.4583325386,0
0,1,16,20,2.0833339691,2.08333396913,0,17.7083349227,9.37499904633,0
0,1,16,21,2.0833320618,2.08333396913,0,19.7916679382,9.37499904633,0
0,1,16,22,2.0833339691,2.08333396913,0,21.8750009537,9.37499904633,0
0,1,17,22,2.0833339691,2.0833330154,0,21.8750009537,11.4583325386,0
0,1,18,22,2.0833339691,2.0833339691,0,21.8750009537,13.5416660308,0
0,1,18,21,2.0833320618,2.0833339691,0,19.7916679382,13.5416660308,0
0,0,17,22,2.0833339691,2.0833330154,0,21.8750009537,11.4583325386,0
0,1,18,21,2.0833320618,2.0833339691,0,19.7916679382,13.5416660308,0
0,1,17,21,2.0833320618,2.0833330154,0,19.7916679382,11.4583325386,0
0,1,16,21,2.0833320618,2.08333396913,0,19.7916679382,9.37499904633,0
0,1,16,22,2.0833339691,2.08333396913,0,21.8750009537,9.37499904633,0
0,1,16,23,2.0833320618,2.08333396913,0,23.9583339691,9.37499904633,0
0,1,17,23,2.0833320618,2.0833330154,0,23.9583339691,11.4583325386,0
0,1,18,23,2.0833320618,2.0833339691,0,23.9583339691,13.5416660308,0
0,1,18,22,2.0833339691,2.0833339691,0,21.8750009537,13.5416660308,0
0,0,17,23,2.0833320618,2.0833330154,0,23.9583339691,11.4583325386,0
0,1,18,22,2.0833339691,2.0833339691,0,21.8750009537,13.5416660308,0
0,1,17,22,2.0833339691,2.0833330154,0,21.8750009537,11.4583325386,0
0,1,16,22,2.0833339691,2.08333396913,0,21.8750009537,9.37499904633,0
0,1,16,23,2.0833320618,2.08333396913,0,23.9583339691,9.37499904633,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,18,23,2.0833320618,2.0833339691,0,23.9583339691,13.5416660308,0
0,0,18,0,2.0833320618,2.0833339691,0,23.9583301544,13.5416660308,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,17,0,2.0833320618,2.0833330154,0,23.9583301544,11.4583325386,0
0,1,17,1,2.0833320617,2.0833330154,0,21.8749980926,11.4583325386,0
0,1,18,1,2.0833320617,2.0833339691,0,21.8749980926,13.5416660308,0
0,1,19,1,2.0833320617,2.0833330155,0,21.8749980926,15.6249995231,0
0,1,19,0,2.0833320618,2.0833330155,0,23.9583301544,15.6249995231,0
0,0,18,1,2.0833320617,2.0833339691,0,21.8749980926,13.5416660308,0
0,1,19,0,2.0833320618,2.0833330155,0,23.9583301544,15.6249995231,0
0,1,18,0,2.0833320618,2.0833339691,0,23.9583301544,13.5416660308,0
0,1,17,0,2.0833320618,2.0833330154,0,23.9583301544,11.4583325386,0
0,1,17,1,2.0833320617,2.0833330154,0,21.8749980926,11.4583325386,0
0,1,17,2,2.0833339691,2.0833330154,0,19.7916650773,11.4583325386,0
0,1,18,2,2.0833339691,2.0833339691,0,19.7916650773,13.5416660308,0
0,1,19,2,2.0833339691,2.0833330155,0,19.7916650773,15.6249995231,0
0,1,19,1,2.0833320617,2.0833330155,0,21.8749980926,15.6249995231,0
0,0,18,2,2.0833339691,2.0833339691,0,19.7916650773,13.5416660308,0
0,1,19,1,2.0833320617,2.0833330155,0,21.8749980926,15.6249995231,0
0,1,18,1,2.0833320617,2.0833339691,0,21.8749980926,13.5416660308,0
0,1,17,1,2.0833320617,2.0833330154,0,21.8749980926,11.4583325386,0
0,1,17,2,2.0833339691,2.0833330154,0,19.7916650773,11.4583325386,0
0,1,17,3,2.0833320618,2.0833330154,0,17.7083320618,11.4583325386,0
0,1,18,3,2.0833320618,2.0833339691,0,17.7083320618,13.5416660308,0
0,1,19,3,2.0833320618,2.0833330155,0,17.7083320618,15.6249995231,0
0,1,19,2,2.0833339691,2.0833330155,0,19.7916650773,15.6249995231,0
0,0,18,3,2.0833320618,2.0833339691,0,17.7083320618,13.5416660308,0
0,1,19,2,2.0833339691,2.0833330155,0,19.7916650773,15.6249995231,0
0,1,18,2,2.0833339691,2.0833339691,0,19.7916650773,13.5416660308,0
0,1,17,2,2.0833339691,2.0833330154,0,19.7916650773,11.4583325386,0
0,1,17,3,2.0833320618,2.0833330154,0,17.7083320618,11.4583325386,0
0,1,17,4,2.0833330155,2.0833330154,0,15.6249995231,11.4583325386,0
0,1,18,4,2.0833330155,2.0833339691,0,15.6249995231,13.5416660308,0
0,1,19,4,2.0833330155,2.0833330155,0,15.6249995231,15.6249995231,0
0,1,19,3,2.0833320618,2.0833330155,0,17.7083320618,15.6249995231,0
0,0,18,4,2.0833330155,2.0833339691,0,15.6249995231,13.5416660308,0
0,1,19,3,2.0833320618,2.0833330155,0,17.7083320618,15.6249995231,0
0,1,18,3,2.0833320618,2.0833339691,0,17.7083320618,13.5416660308,0
0,1,17,3,2.0833320618,2.0833330154,0,17.7083320618,11.4583325386,0
0,1,17,4,2.0833330155,2.0833330154,0,15.6249995231,11.4583325386,0
0,1,17,5,2.0833339691,2.0833330154,0,13.5416660308,11.4583325386,0
0,1,18,5,2.0833339691,2.0833339691,0,13.5416660308,13.5416660308,0
0,1,19,5,2.0833339691,2.0833330155,0,13.5416660308,15.6249995231,0
0,1,19,4,2.0833330155,2.0833330155,0,15.6249995231,15.6249995231,0
0,0,18,5,2.0833339691,2.0833339691,0,13.5416660308,13.5416660308,0
0,1,19,4,2.0833330155,2.0833330155,0,15.6249995231,15.6249995231,0
0,1,18,4,2.0833330155,2.0833339691,0,15.6249995231,13.5416660308,0
0,1,17,4,2.0833330155,2.0833330154,0,15.6249995231,11.4583325386,0
0,1,17,5,2.0833339691,2.0833330154,0,13.5416660308,11.4583325386,0
0,1,17,6,2.0833330154,2.0833330154,0,11.4583325386,11.4583325386,0
0,1,18,6,2.0833330154,2.0833339691,0,11.4583325386,13.5416660308,0
0,1,19,6,2.0833330154,2.0833330155,0,11.4583325386,15.6249995231,0
0,1,19,5,2.0833339691,2.0833330155,0,13.5416660308,15.6249995231,0
0,0,18,6,2.0833330154,2.0833339691,0,11.4583325386,13.5416660308,0
0,1,19,5,2.0833339691,2.0833330155,0,13.5416660308,15.6249995231,0
0,1,18,5,2.0833339691,2.0833339691,0,13.5416660308,13.5416660308,0
0,1,17,5,2.0833339691,2.0833330154,0,13.5416660308,11.4583325386,0
0,1,17,6,2.0833330154,2.0833330154,0,11.4583325386,11.4583325386,0
0,1,17,7,2.08333396913,2.0833330154,0,9.37499904633,11.4583325386,0
0,1,18,7,2.08333396913,2.0833339691,0,9.37499904633,13.5416660308,0
0,1,19,7,2.08333396913,2.0833330155,0,9.37499904633,15.6249995231,0
0,1,19,6,2.0833330154,2.0833330155,0,11.4583325386,15.6249995231,0
0,0,18,7,2.08333396913,2.0833339691,0,9.37499904633,13.5416660308,0
0,1,19,6,2.0833330154,2.0833330155,0,11.4583325386,15.6249995231,0
0,1,18,6,2.0833330154,2.0833339691,0,11.4583325386,13.5416660308,0
0,1,17,6,2.0833330154,2.0833330154,0,11.4583325386,11.4583325386,0
0,1,17,7,2.08333396913,2.0833330154,0,9.37499904633,11.4583325386,0
0,1,17,8,2.08333349228,2.0833330154,0,7.29166531563,11.4583325386,0
0,1,18,8,2.08333349228,2.0833339691,0,7.29166531563,13.5416660308,0
0,1,19,8,2.08333349228,2.0833330155,0,7.29166531563,15.6249995231,0
0,1,19,7,2.08333396913,2.0833330155,0,9.37499904633,15.6249995231,0
0,0,18,8,2.08333349228,2.0833339691,0,7.29166531563,13.5416660308,0
0,1,19,7,2.08333396913,2.0833330155,0,9.37499904633,15.6249995231,0
0,1,18,7,2.08333396913,2.0833339691,0,9.37499904633,13.5416660308,0
0,1,17,7,2.08333396913,2.0833330154,0,9.37499904633,11.4583325386,0
0,1,17,8,2.08333349228,2.0833330154,0,7.29166531563,11.4583325386,0
0,1,17,9,2.08333349228,2.0833330154,0,5.20833182335,11.4583325386,0
0,1,18,9,2.08333349228,2.0833339691,0,5.20833182335,13.5416660308,0
0,1,19,9,2.08333349228,2.0833330155,0,5.20833182335,15.6249995231,0
0,1,19,8,2.08333349228,2.0833330155,0,7.29166531563,15.6249995231,0
0,0,18,9,2.08333349228,2.0833339691,0,5.20833182335,13.5416660308,0
0,1,19,8,2.08333349228,2.0833330155,0,7.29166531563,15.6249995231,0
0,1,18,8,2.08333349228,2.0833339691,0,7.29166531563,13.5416660308,0
0,1,17,8,2.08333349228,2.0833330154,0,7.29166531563,11.4583325386,0
0,1,17,9,2.08333349228,2.0833330154,0,5.20833182335,11.4583325386,0
0,1,17,10,2.08333349228,2.0833330154,0,3.12499833107,11.4583325386,0
0,1,18,10,2.08333349228,2.0833339691,0,3.12499833107,13.5416660308,0
0,1,19,10,2.08333349228,2.0833330155,0,3.12499833107,15.6249995231,0
0,1,19,9,2.08333349228,2.0833330155,0,5.20833182335,15.6249995231,0
0,0,18,10,2.08333349228,2.0833339691,0,3.12499833107,13.5416660308,0
0,1,19,9,2.08333349228,2.0833330155,0,5.20833182335,15.6249995231,0
0,1,18,9,2.08333349228,2.0833339691,0,5.20833182335,13.5416660308,0
0,1,17,9,2.08333349228,2.0833330154,0,5.20833182335,11.4583325386,0
0,1,17,10,2.08333349228,2.0833330154,0,3.12499833107,11.4583325386,0
0,1,17,11,2.08333161573,2.0833330154,0,1.04166577706,11.4583325386,0
0,1,18,11,2.08333161573,2.0833339691,0,1.04166577706,13.5416660308,0
0,1,19,11,2.08333161573,2.0833330155,0,1.04166577706,15.6249995231,0
0,1,19,10,2.08333349228,2.0833330155,0,3.12499833107,15.6249995231,0
0,0,18,11,2.08333161573,2.0833339691,0,1.04166577706,13.5416660308,0
0,1,19,10,2.08333349228,2.0833330155,0,3.12499833107,15.6249995231,0
0,1,18,10,2.08333349228,2.0833339691,0,3.12499833107,13.5416660308,0
0,1,17,10,2.08333349228,2.0833330154,0,3.12499833107,11.4583325386,0
0,1,17,11,2.08333161573,2.0833330154,0,1.04166577706,11.4583325386,0
0,1,17,12,2.08333513041,2.0833330154,0,1.04166759601,11.4583325386,0
0,1,18,12,2.08333513041,2.0833339691,0,1.04166759601,13.5416660308,0
0,1,19,12,2.08333513041,2.0833330155,0,1.04166759601,15.6249995231,0
0,1,19,11,2.08333161573,2.0833330155,0,1.04166577706,15.6249995231,0
0,0,18,12,2.08333513041,2.0833339691,0,1.04166759601,13.5416660308,0
0,1,19,11,2.08333161573,2.0833330155,0,1.04166577706,15.6249995231,0
0,1,18,11,2.08333161573,2.0833339691,0,1.04166577706,13.5416660308,0
0,1,17,11,2.08333161573,2.0833330154,0,1.04166577706,11.4583325386,0
0,1,17,12,2.08333513041,2.0833330154,0,1.04166759601,11.4583325386,0
0,1,17,13,2.0833337307,2.0833330154,0,3.12500202656,11.4583325386,0
0,1,18,13,2.0833337307,2.0833339691,0,3.12500202656,13.5416660308,0
0,1,19,13,2.0833337307,2.0833330155,0,3.12500202656,15.6249995231,0
0,1,19,12,2.08333513041,2.0833330155,0,1.04166759601,15.6249995231,0
0,0,18,13,2.0833337307,2.0833339691,0,3.12500202656,13.5416660308,0
0,1,19,12,2.08333513041,2.0833330155,0,1.04166759601,15.6249995231,0
0,1,18,12,2.08333513041,2.0833339691,0,1.04166759601,13.5416660308,0
0,1,17,12,2.08333513041,2.0833330154,0,1.04166759601,11.4583325386,0
0,1,17,13,2.0833337307,2.0833330154,0,3.12500202656,11.4583325386,0
0,1,17,14,2.08333349228,2.0833330154,0,5.20833563805,11.4583325386,0
0,1,18,14,2.08333349228,2.0833339691,0,5.20833563805,13.5416660308,0
0,1,19,14,2.08333349228,2.0833330155,0,5.20833563805,15.6249995231,0
0,1,19,13,2.0833337307,2.0833330155,0,3.12500202656,15.6249995231,0
0,0,18,14,2.08333349228,2.0833339691,0,5.20833563805,13.5416660308,0
0,1,19,13,2.0833337307,2.0833330155,0,3.12500202656,15.6249995231,0
0,1,18,13,2.0833337307,2.0833339691,0,3.12500202656,13.5416660308,0
0,1,17,13,2.0833337307,2.0833330154,0,3.12500202656,11.4583325386,0
0,1,17,14,2.08333349228,2.0833330154,0,5.20833563805,11.4583325386,0
0,1,17,15,2.08333349227,2.0833330154,0,7.29166913032,11.4583325386,0
0,1,18,15,2.08333349227,2.0833339691,0,7.29166913032,13.5416660308,0
0,1,19,15,2.08333349227,2.0833330155,0,7.29166913032,15.6249995231,0
0,1,19,14,2.08333349228,2.0833330155,0,5.20833563805,15.6249995231,0
0,0,18,15,2.08333349227,2.0833339691,0,7.29166913032,13.5416660308,0
0,1,19,14,2.08333349228,2.0833330155,0,5.20833563805,15.6249995231,0
0,1,18,14,2.08333349228,2.0833339691,0,5.20833563805,13.5416660308,0
0,1,17,14,2.08333349228,2.0833330154,0,5.20833563805,11.4583325386,0
0,1,17,15,2.08333349227,2.0833330154,0,7.29166913032,11.4583325386,0
0,1,17,16,2.08333396914,2.0833330154,0,9.37500286103,11.4583325386,0
0,1,18,16,2.08333396914,2.0833339691,0,9.37500286103,13.5416660308,0
0,1,19,16,2.08333396914,2.0833330155,0,9.37500286103,15.6249995231,0
0,1,19,15,2.08333349227,2.0833330155,0,7.29166913032,15.6249995231,0
0,0,18,16,2.08333396914,2.0833339691,0,9.37500286103,13.5416660308,0
0,1,19,15,2.08333349227,2.0833330155,0,7.29166913032,15.6249995231,0
0,1,18,15,2.08333349227,2.0833339691,0,7.29166913032,13.5416660308,0
0,1,17,15,2.08333349227,2.0833330154,0,7.29166913032,11.4583325386,0
0,1,17,16,2.08333396914,2.0833330154,0,9.37500286103,11.4583325386,0
0,1,17,17,2.0833330154,2.0833330154,0,11.4583363533,11.4583325386,0
0,1,18,17,2.0833330154,2.0833339691,0,11.4583363533,13.5416660308,0
0,1,19,17,2.0833330154,2.0833330155,0,11.4583363533,15.6249995231,0
0,1,19,16,2.08333396914,2.0833330155,0,9.37500286103,15.6249995231,0
0,0,18,17,2.0833330154,2.0833339691,0,11.4583363533,13.5416660308,0
0,1,19,16,2.08333396914,2.0833330155,0,9.37500286103,15.6249995231,0
0,1,18,16,2.08333396914,2.0833339691,0,9.37500286103,13.5416660308,0
0,1,17,16,2.08333396914,2.0833330154,0,9.37500286103,11.4583325386,0
0,1,17,17,2.0833330154,2.0833330154,0,11.4583363533,11.4583325386,0
0,1,17,18,2.0833330155,2.0833330154,0,13.5416693688,11.4583325386,0
0,1,18,18,2.0833330155,2.0833339691,0,13.5416693688,13.5416660308,0
0,1,19,18,2.0833330155,2.0833330155,0,13.5416693688,15.6249995231,0
0,1,19,17,2.0833330154,2.0833330155,0,11.4583363533,15.6249995231,0
0,0,18,18,2.0833330155,2.0833339691,0,13.5416693688,13.5416660308,0
0,1,19,17,2.0833330154,2.0833330155,0,11.4583363533,15.6249995231,0
0,1,18,17,2.0833330154,2.0833339691,0,11.4583363533,13.5416660308,0
0,1,17,17,2.0833330154,2.0833330154,0,11.4583363533,11.4583325386,0
0,1,17,18,2.0833330155,2.0833330154,0,13.5416693688,11.4583325386,0
0,1,17,19,2.0833320617,2.0833330154,0,15.6250019074,11.4583325386,0
0,1,18,19,2.0833320617,2.0833339691,0,15.6250019074,13.5416660308,0
0,1,19,19,2.0833320617,2.0833330155,0,15.6250019074,15.6249995231,0
0,1,19,18,2.0833330155,2.0833330155,0,13.5416693688,15.6249995231,0
0,0,18,19,2.0833320617,2.0833339691,0,15.6250019074,13.5416660308,0
0,1,19,18,2.0833330155,2.0833330155,0,13.5416693688,15.6249995231,0
0,1,18,18,2.0833330155,2.0833339691,0,13.5416693688,13.5416660308,0
0,1,17,18,2.0833330155,2.0833330154,0,13.5416693688,11.4583325386,0
0,1,17,19,2.0833320617,2.0833330154,0,15.6250019074,11.4583325386,0
0,1,17,20,2.0833339691,2.0833330154,0,17.7083349227,11.4583325386,0
0,1,18,20,2.0833339691,2.0833339691,0,17.7083349227,13.5416660308,0
0,1,19,20,2.0833339691,2.0833330155,0,17.7083349227,15.6249995231,0
0,1,19,19,2.0833320617,2.0833330155,0,15.6250019074,15.6249995231,0
0,0,18,20,2.0833339691,2.0833339691,0,17.7083349227,13.5416660308,0
0,1,19,19,2.0833320617,2.0833330155,0,15.6250019074,15.6249995231,0
0,1,18,19,2.0833320617,2.0833339691,0,15.6250019074,13.5416660308,0
0,1,17,19,2.0833320617,2.0833330154,0,15.6250019074,11.4583325386,0
0,1,17,20,2.0833339691,2.0833330154,0,17.7083349227,11.4583325386,0
0,1,17,21,2.0833320618,2.0833330154,0,19.7916679382,11.4583325386,0
0,1,18,21,2.0833320618,2.0833339691,0,19.7916679382,13.5416660308,0
0,1,19,21,2.0833320618,2.0833330155,0,19.7916679382,15.6249995231,0
0,1,19,20,2.0833339691,2.0833330155,0,17.7083349227,15.6249995231,0
0,0,18,21,2.0833320618,2.0833339691,0,19.7916679382,13.5416660308,0
0,1,19,20,2.0833339691,2.0833330155,0,17.7083349227,15.6249995231,0
0,1,18,20,2.0833339691,2.0833339691,0,17.7083349227,13.5416660308,0
0,1,17,20,2.0833339691,2.0833330154,0,17.7083349227,11.4583325386,0
0,1,17,21,2.0833320618,2.0833330154,0,19.7916679382,11.4583325386,0
0,1,17,22,2.0833339691,2.0833330154,0,21.8750009537,11.4583325386,0
0,1,18,22,2.0833339691,2.0833339691,0,21.8750009537,13.5416660308,0
0,1,19,22,2.0833339691,2.0833330155,0,21.8750009537,15.6249995231,0
0,1,19,21,2.0833320618,2.0833330155,0,19.7916679382,15.6249995231,0
0,0,18,22,2.0833339691,2.0833339691,0,21.8750009537,13.5416660308,0
0,1,19,21,2.0833320618,2.0833330155,0,19.7916679382,15.6249995231,0
0,1,18,21,2.0833320618,2.0833339691,0,19.7916679382,13.5416660308,0
0,1,17,21,2.0833320618,2.0833330154,0,19.7916679382,11.4583325386,0
0,1,17,22,2.0833339691,2.0833330154,0,21.8750009537,11.4583325386,0
0,1,17,23,2.0833320618,2.0833330154,0,23.9583339691,11.4583325386,0
0,1,18,23,2.0833320618,2.0833339691,0,23.9583339691,13.5416660308,0
0,1,19,23,2.0833320618,2.0833330155,0,23.9583339691,15.6249995231,0
0,1,19,22,2.0833339691,2.0833330155,0,21.8750009537,15.6249995231,0
0,0,18,23,2.0833320618,2.0833339691,0,23.9583339691,13.5416660308,0
0,1,19,22,2.0833339691,2.0833330155,0,21.8750009537,15.6249995231,0
0,1,18,22,2.0833339691,2.0833339691,0,21.8750009537,13.5416660308,0
0,1,17,22,2.0833339691,2.0833330154,0,21.8750009537,11.4583325386,0
0,1,17,23,2.0833320618,2.0833330154,0,23.9583339691,11.4583325386,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,19,23,2.0833320618,2.0833330155,0,23.9583339691,15.6249995231,0
0,0,19,0,2.0833320618,2.0833330155,0,23.9583301544,15.6249995231,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,18,0,2.0833320618,2.0833339691,0,23.9583301544,13.5416660308,0
0,1,18,1,2.0833320617,2.0833339691,0,21.8749980926,13.5416660308,0
0,1,19,1,2.0833320617,2.0833330155,0,21.8749980926,15.6249995231,0
0,1,20,1,2.0833320617,2.0833320618,0,21.8749980926,17.7083320618,0
0,1,20,0,2.0833320618,2.0833320618,0,23.9583301544,17.7083320618,0
0,0,19,1,2.0833320617,2.0833330155,0,21.8749980926,15.6249995231,0
0,1,20,0,2.0833320618,2.0833320618,0,23.9583301544,17.7083320618,0
0,1,19,0,2.0833320618,2.0833330155,0,23.9583301544,15.6249995231,0
0,1,18,0,2.0833320618,2.0833339691,0,23.9583301544,13.5416660308,0
0,1,18,1,2.0833320617,2.0833339691,0,21.8749980926,13.5416660308,0
0,1,18,2,2.0833339691,2.0833339691,0,19.7916650773,13.5416660308,0
0,1,19,2,2.0833339691,2.0833330155,0,19.7916650773,15.6249995231,0
0,1,20,2,2.0833339691,2.0833320618,0,19.7916650773,17.7083320618,0
0,1,20,1,2.0833320617,2.0833320618,0,21.8749980926,17.7083320618,0
0,0,19,2,2.0833339691,2.0833330155,0,19.7916650773,15.6249995231,0
0,1,20,1,2.0833320617,2.0833320618,0,21.8749980926,17.7083320618,0
0,1,19,1,2.0833320617,2.0833330155,0,21.8749980926,15.6249995231,0
0,1,18,1,2.0833320617,2.0833339691,0,21.8749980926,13.5416660308,0
0,1,18,2,2.0833339691,2.0833339691,0,19.7916650773,13.5416660308,0
0,1,18,3,2.0833320618,2.0833339691,0,17.7083320618,13.5416660308,0
0,1,19,3,2.0833320618,2.0833330155,0,17.7083320618,15.6249995231,0
0,1,20,3,2.0833320618,2.0833320618,0,17.7083320618,17.7083320618,0
0,1,20,2,2.0833339691,2.0833320618,0,19.7916650773,17.7083320618,0
0,0,19,3,2.0833320618,2.0833330155,0,17.7083320618,15.6249995231,0
0,1,20,2,2.0833339691,2.0833320618,0,19.7916650773,17.7083320618,0
0,1,19,2,2.0833339691,2.0833330155,0,19.7916650773,15.6249995231,0
0,1,18,2,2.0833339691,2.0833339691,0,19.7916650773,13.5416660308,0
0,1,18,3,2.0833320618,2.0833339691,0,17.7083320618,13.5416660308,0
0,1,18,4,2.0833330155,2.0833339691,0,15.6249995231,13.5416660308,0
0,1,19,4,2.0833330155,2.0833330155,0,15.6249995231,15.6249995231,0
0,1,20,4,2.0833330155,2.0833320618,0,15.6249995231,17.7083320618,0
0,1,20,3,2.0833320618,2.0833320618,0,17.7083320618,17.7083320618,0
0,0,19,4,2.0833330155,2.0833330155,0,15.6249995231,15.6249995231,0
0,1,20,3,2.0833320618,2.0833320618,0,17.7083320618,17.7083320618,0
0,1,19,3,2.0833320618,2.0833330155,0,17.7083320618,15.6249995231,0
0,1,18,3,2.0833320618,2.0833339691,0,17.7083320618,13.5416660308,0
0,1,18,4,2.0833330155,2.0833339691,0,15.6249995231,13.5416660308,0
0,1,18,5,2.0833339691,2.0833339691,0,13.5416660308,13.5416660308,0
0,1,19,5,2.0833339691,2.0833330155,0,13.5416660308,15.6249995231,0
0,1,20,5,2.0833339691,2.0833320618,0,13.5416660308,17.7083320618,0
0,1,20,4,2.0833330155,2.0833320618,0,15.6249995231,17.7083320618,0
0,0,19,5,2.0833339691,2.0833330155,0,13.5416660308,15.6249995231,0
0,1,20,4,2.0833330155,2.0833320618,0,15.6249995231,17.7083320618,0
0,1,19,4,2.0833330155,2.0833330155,0,15.6249995231,15.6249995231,0
0,1,18,4,2.0833330155,2.0833339691,0,15.6249995231,13.5416660308,0
